id,Id_str,Screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
90055464,90055464,Betelgeuse_3,The beyond,Let's turn on the juice and see what shakes loose. RIP ME (I'm retired from tweeting),http://t.co/PUgwOIPfNN,13049,0,115,2009-11-15 00:26:24,0,False,260879,en,"Status(is_quote_status=False, in_reply_to_user_id_str='426664662', _api=<tweepy.api.API object at 0x7fe56a29b0f0>, in_reply_to_status_id_str='631111589861683200', in_reply_to_status_id=631111589861683200, place=None, entities={'hashtags': [], 'user_mentions': [{'screen_name': 'CineBistroPEN', 'indices': [0, 14], 'id_str': '426664662', 'name': 'CinéBistro Hampton', 'id': 426664662}], 'symbols': [], 'urls': []}, lang='en', in_reply_to_screen_name='CineBistroPEN', in_reply_to_user_id=426664662, source_url='http://muffinlabs.com', id=631117188984762368, favorite_count=2, contributors=None, truncated=False, retweeted=False, source='botly', _json={'retweeted': False, 'in_reply_to_user_id_str': '426664662', 'in_reply_to_status_id_str': '631111589861683200', 'in_reply_to_status_id': 631111589861683200, 'place': None, 'entities': {'hashtags': [], 'user_mentions': [{'screen_name': 'CineBistroPEN', 'indices': [0, 14], 'id_str': '426664662', 'name': 'CinéBistro Hampton', 'id': 426664662}], 'symbols': [], 'urls': []}, 'lang': 'en', 'in_reply_to_screen_name': 'CineBistroPEN', 'in_reply_to_user_id': 426664662, 'id': 631117188984762368, 'favorited': False, 'contributors': None, 'truncated': False, 'is_quote_status': False, 'source': '<a href=""http://muffinlabs.com"" rel=""nofollow"">botly</a>', 'created_at': 'Tue Aug 11 14:57:18 +0000 2015', 'geo': None, 'favorite_count': 2, 'coordinates': None, 'text': ""@CineBistroPEN IT'S SHOWTIME!"", 'retweet_count': 0, 'id_str': '631117188984762368'}, created_at=datetime.datetime(2015, 8, 11, 14, 57, 18), geo=None, favorited=False, coordinates=None, text=""@CineBistroPEN IT'S SHOWTIME!"", retweet_count=0, id_str='631117188984762368')",True,False,False,Beetle Juice,1
541429153,541429153,EnjoyTheFilm,"Hollywood, CA",I love movies!,http://t.co/EVAMnaNitA,263,13,16,2012-03-31 06:56:51,0,False,452,en,"Status(created_at=datetime.datetime(2014, 10, 7, 0, 12, 42), id_str='519279111957532672', retweet_count=0, truncated=False, in_reply_to_user_id=176971821, id=519279111957532672, coordinates=None, entities={'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '176971821', 'screen_name': 'richardmantool', 'id': 176971821, 'indices': [0, 15], 'name': 'Richard Mantool'}, {'id_str': '62414046', 'screen_name': 'dogboner', 'id': 62414046, 'indices': [16, 25], 'name': 'ooh he peein'}], 'urls': []}, geo=None, favorite_count=0, is_quote_status=False, source='Twitter Web Client', contributors=None, _json={'created_at': 'Tue Oct 07 00:12:42 +0000 2014', 'id_str': '519279111957532672', 'truncated': False, 'in_reply_to_user_id': 176971821, 'geo': None, 'place': None, 'coordinates': None, 'entities': {'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '176971821', 'screen_name': 'richardmantool', 'id': 176971821, 'indices': [0, 15], 'name': 'Richard Mantool'}, {'id_str': '62414046', 'screen_name': 'dogboner', 'id': 62414046, 'indices': [16, 25], 'name': 'ooh he peein'}], 'urls': []}, 'favorite_count': 0, 'is_quote_status': False, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'contributors': None, 'retweeted': False, 'text': '@richardmantool @dogboner its actually good', 'id': 519279111957532672, 'in_reply_to_status_id': 519260606126628864, 'lang': 'en', 'in_reply_to_status_id_str': '519260606126628864', 'in_reply_to_user_id_str': '176971821', 'retweet_count': 0, 'in_reply_to_screen_name': 'richardmantool', 'favorited': False}, retweeted=False, text='@richardmantool @dogboner its actually good', place=None, source_url='http://twitter.com', in_reply_to_status_id=519260606126628864, lang='en', in_reply_to_status_id_str='519260606126628864', in_reply_to_user_id_str='176971821', _api=<tweepy.api.API object at 0x7f6c206d20f0>, in_reply_to_screen_name='richardmantool', favorited=False)",False,False,False,Enjoy The Film!,1
21870796,21870796,Opportunitweets,,Opportunity is Knock... Tweeting!,,1637,1770,18,2009-02-25 14:33:47,2,False,66824,en,"Status(created_at=datetime.datetime(2017, 1, 2, 18, 56), truncated=False, place=None, in_reply_to_user_id=None, text='RT @maria_vic29: ""I feel that the greatest reward for doing is the opportunity to do more."" - Jonas Salk\n#MAYWARDComingBackSoon', contributors=None, in_reply_to_status_id_str=None, id_str='815995071728324610', coordinates=None, retweeted_status=Status(created_at=datetime.datetime(2017, 1, 2, 18, 54, 13), truncated=False, place=None, retweeted=False, text='""I feel that the greatest reward for doing is the opportunity to do more."" - Jonas Salk\n#MAYWARDComingBackSoon', contributors=None, in_reply_to_status_id_str=None, id_str='815994623332118528', coordinates=None, id=815994623332118528, lang='en', entities={'symbols': [], 'hashtags': [{'text': 'MAYWARDComingBackSoon', 'indices': [88, 110]}], 'urls': [], 'user_mentions': []}, _json={'created_at': 'Mon Jan 02 18:54:13 +0000 2017', 'truncated': False, 'place': None, 'in_reply_to_user_id': None, 'text': '""I feel that the greatest reward for doing is the opportunity to do more."" - Jonas Salk\n#MAYWARDComingBackSoon', 'contributors': None, 'in_reply_to_status_id_str': None, 'id_str': '815994623332118528', 'coordinates': None, 'entities': {'symbols': [], 'hashtags': [{'text': 'MAYWARDComingBackSoon', 'indices': [88, 110]}], 'urls': [], 'user_mentions': []}, 'retweet_count': 1, 'in_reply_to_status_id': None, 'retweeted': False, 'geo': None, 'is_quote_status': False, 'in_reply_to_user_id_str': None, 'favorited': False, 'id': 815994623332118528, 'in_reply_to_screen_name': None, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'favorite_count': 0}, retweet_count=1, in_reply_to_status_id=None, in_reply_to_user_id=None, geo=None, source_url='http://twitter.com/download/android', is_quote_status=False, in_reply_to_user_id_str=None, favorited=False, in_reply_to_screen_name=None, _api=<tweepy.api.API object at 0x7f2be59d60f0>, source='Twitter for Android', favorite_count=0), entities={'symbols': [], 'hashtags': [{'text': 'MAYWARDComingBackSoon', 'indices': [105, 127]}], 'urls': [], 'user_mentions': [{'screen_name': 'maria_vic29', 'name': 'MAYWARDSHIPPER OH,US', 'id': 800224554815627265, 'id_str': '800224554815627265', 'indices': [3, 15]}]}, _json={'created_at': 'Mon Jan 02 18:56:00 +0000 2017', 'truncated': False, 'place': None, 'in_reply_to_user_id': None, 'text': 'RT @maria_vic29: ""I feel that the greatest reward for doing is the opportunity to do more."" - Jonas Salk\n#MAYWARDComingBackSoon', 'contributors': None, 'in_reply_to_status_id_str': None, 'id_str': '815995071728324610', 'coordinates': None, 'entities': {'symbols': [], 'hashtags': [{'text': 'MAYWARDComingBackSoon', 'indices': [105, 127]}], 'urls': [], 'user_mentions': [{'screen_name': 'maria_vic29', 'name': 'MAYWARDSHIPPER OH,US', 'id': 800224554815627265, 'id_str': '800224554815627265', 'indices': [3, 15]}]}, 'retweeted_status': {'created_at': 'Mon Jan 02 18:54:13 +0000 2017', 'truncated': False, 'place': None, 'in_reply_to_user_id': None, 'text': '""I feel that the greatest reward for doing is the opportunity to do more."" - Jonas Salk\n#MAYWARDComingBackSoon', 'contributors': None, 'in_reply_to_status_id_str': None, 'id_str': '815994623332118528', 'coordinates': None, 'entities': {'symbols': [], 'hashtags': [{'text': 'MAYWARDComingBackSoon', 'indices': [88, 110]}], 'urls': [], 'user_mentions': []}, 'retweet_count': 1, 'in_reply_to_status_id': None, 'retweeted': False, 'geo': None, 'is_quote_status': False, 'in_reply_to_user_id_str': None, 'favorited': False, 'id': 815994623332118528, 'in_reply_to_screen_name': None, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'favorite_count': 0}, 'retweet_count': 1, 'in_reply_to_status_id': None, 'retweeted': False, 'geo': None, 'is_quote_status': False, 'in_reply_to_user_id_str': None, 'favorited': False, 'id': 815995071728324610, 'in_reply_to_screen_name': None, 'lang': 'en', 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'favorite_count': 0}, retweet_count=1, in_reply_to_status_id=None, retweeted=False, geo=None, lang='en', source_url='https://about.twitter.com/products/tweetdeck', is_quote_status=False, in_reply_to_user_id_str=None, favorited=False, id=815995071728324610, in_reply_to_screen_name=None, _api=<tweepy.api.API object at 0x7f2be59d60f0>, source='TweetDeck', favorite_count=0)",False,False,False,Opportunity Tweets,1
195370058,195370058,kanyejordan,,This is what I do. I drop truth bombs.,,2925,3,139,2010-09-26 14:45:48,0,False,708,en,"Status(in_reply_to_status_id=None, favorited=False, geo=None, place=None, source='Kanye Jordan', contributors=None, retweet_count=0, id=373535627465457664, possibly_sensitive=False, _api=<tweepy.api.API object at 0x7f8cd26fe0f0>, coordinates=None, created_at=datetime.datetime(2013, 8, 30, 20, 0, 8), text='Liz Lemon, PUSHA-T:  MY NAME IS MY NAME.  COVER 2. OCT 8TH. http://t.co/eca7fxN4u9', lang='en', favorite_count=3, in_reply_to_status_id_str=None, retweeted=False, in_reply_to_screen_name=None, source_url='http://twitter.com/kanyejordan', entities={'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'display_url': 'pic.twitter.com/eca7fxN4u9', 'url': 'http://t.co/eca7fxN4u9', 'indices': [60, 82], 'expanded_url': 'https://twitter.com/kanyewest/status/373534087954194432/photo/1'}]}, in_reply_to_user_id_str=None, is_quote_status=False, in_reply_to_user_id=None, truncated=False, _json={'in_reply_to_status_id': None, 'entities': {'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'display_url': 'pic.twitter.com/eca7fxN4u9', 'url': 'http://t.co/eca7fxN4u9', 'indices': [60, 82], 'expanded_url': 'https://twitter.com/kanyewest/status/373534087954194432/photo/1'}]}, 'geo': None, 'truncated': False, 'place': None, 'in_reply_to_status_id_str': None, 'contributors': None, 'id': 373535627465457664, 'possibly_sensitive': False, 'coordinates': None, 'created_at': 'Fri Aug 30 20:00:08 +0000 2013', 'text': 'Liz Lemon, PUSHA-T:  MY NAME IS MY NAME.  COVER 2. OCT 8TH. http://t.co/eca7fxN4u9', 'lang': 'en', 'favorite_count': 3, 'source': '<a href=""http://twitter.com/kanyejordan"" rel=""nofollow"">Kanye Jordan</a>', 'retweeted': False, 'in_reply_to_screen_name': None, 'in_reply_to_user_id': None, 'favorited': False, 'in_reply_to_user_id_str': None, 'is_quote_status': False, 'retweet_count': 0, 'id_str': '373535627465457664'}, id_str='373535627465457664')",True,False,False,Kanye Jordan,1
82237859,82237859,iaminigomontoya,Guilder,Hello. My name is Inigo Montoya. I retired on 11/1/2014. Built by @muffinista,http://t.co/PNEHu0iLOs,7503,0,122,2009-10-14 00:53:24,1,False,108527,en,"Status(source='botly', in_reply_to_user_id=181572229, place=None, source_url='http://muffinlabs.com', contributors=None, retweeted=False, in_reply_to_screen_name='sosita_md84', is_quote_status=False, favorited=False, in_reply_to_user_id_str='181572229', id_str='528255597360074752', in_reply_to_status_id_str='528254882357444608', entities={'symbols': [], 'hashtags': [], 'user_mentions': [{'screen_name': 'sosita_md84', 'indices': [0, 12], 'id_str': '181572229', 'id': 181572229, 'name': 'Karen Sosa'}], 'urls': []}, truncated=False, retweet_count=2, coordinates=None, created_at=datetime.datetime(2014, 10, 31, 18, 42, 3), favorite_count=5, _api=<tweepy.api.API object at 0x7f85502db0f0>, in_reply_to_status_id=528254882357444608, _json={'source': '<a href=""http://muffinlabs.com"" rel=""nofollow"">botly</a>', 'in_reply_to_user_id': 181572229, 'id': 528255597360074752, 'contributors': None, 'retweeted': False, 'in_reply_to_screen_name': 'sosita_md84', 'is_quote_status': False, 'favorited': False, 'in_reply_to_user_id_str': '181572229', 'id_str': '528255597360074752', 'in_reply_to_status_id_str': '528254882357444608', 'entities': {'symbols': [], 'hashtags': [], 'user_mentions': [{'screen_name': 'sosita_md84', 'indices': [0, 12], 'id_str': '181572229', 'id': 181572229, 'name': 'Karen Sosa'}], 'urls': []}, 'retweet_count': 2, 'place': None, 'created_at': 'Fri Oct 31 18:42:03 +0000 2014', 'favorite_count': 5, 'in_reply_to_status_id': 528254882357444608, 'lang': 'en', 'truncated': False, 'text': ""@sosita_md84 I know something you don't know -- I am not left-handed."", 'geo': None, 'coordinates': None}, lang='en', id=528255597360074752, geo=None, text=""@sosita_md84 I know something you don't know -- I am not left-handed."")",True,False,False,Inigo Montoya,1
41784439,41784439,AllTheCheeses,,,,1325,1797,64,2009-05-22 09:43:50,0,False,18265,en,"Status(coordinates=None, place=None, _json={'coordinates': None, 'place': None, 'favorited': False, 'in_reply_to_status_id_str': None, 'favorite_count': 0, 'id_str': '8034516063', 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'is_quote_status': False, 'truncated': False, 'entities': {'symbols': [], 'urls': [], 'user_mentions': [{'id': 7019252, 'name': 'WhyIsDaddyCrying', 'screen_name': 'WhyIsDaddyCryin', 'id_str': '7019252', 'indices': [18, 34]}], 'hashtags': []}, 'lang': 'en', 'retweeted': False, 'id': 8034516063, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'retweet_count': 0, 'contributors': None, 'text': 'RT @MusicSavvyMom @WhyIsDaddyCryin I hope to cheeses you saved the coffee!! http://bit.ly/5ET2lS', 'in_reply_to_screen_name': None, 'geo': None, 'in_reply_to_status_id': None, 'created_at': 'Thu Jan 21 17:22:00 +0000 2010'}, favorited=False, in_reply_to_status_id_str=None, favorite_count=0, id_str='8034516063', source='Twitter Web Client', is_quote_status=False, truncated=False, entities={'symbols': [], 'urls': [], 'user_mentions': [{'id': 7019252, 'name': 'WhyIsDaddyCrying', 'screen_name': 'WhyIsDaddyCryin', 'id_str': '7019252', 'indices': [18, 34]}], 'hashtags': []}, _api=<tweepy.api.API object at 0x7fa107a6b0f0>, id=8034516063, retweeted=False, in_reply_to_user_id_str=None, in_reply_to_user_id=None, lang='en', retweet_count=0, source_url='http://twitter.com', created_at=datetime.datetime(2010, 1, 21, 17, 22), text='RT @MusicSavvyMom @WhyIsDaddyCryin I hope to cheeses you saved the coffee!! http://bit.ly/5ET2lS', in_reply_to_screen_name=None, geo=None, in_reply_to_status_id=None, contributors=None)",False,False,False,All The Cheeses,1
632248594,632248594,TheChocolateMoo,,I am a moose. I am made of chocolate.,,32,17,2,2012-07-10 19:24:33,3,False,173,en,"Status(truncated=False, _api=<tweepy.api.API object at 0x7f3b3334e0f0>, text='@Phoebecoolest It\'s spelled ""chocolate mousse.""', retweet_count=0, _json={'truncated': False, 'text': '@Phoebecoolest It\'s spelled ""chocolate mousse.""', 'retweet_count': 0, 'favorite_count': 0, 'geo': None, 'retweeted': False, 'is_quote_status': False, 'in_reply_to_user_id': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id_str': None, 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'place': None, 'id_str': '635869212871946240', 'id': 635869212871946240, 'created_at': 'Mon Aug 24 17:40:08 +0000 2015', 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'favorited': False, 'lang': 'en'}, favorite_count=0, in_reply_to_screen_name=None, retweeted=False, is_quote_status=False, in_reply_to_user_id=None, source='Twitter Web Client', in_reply_to_status_id_str=None, contributors=None, entities={'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, place=None, id_str='635869212871946240', id=635869212871946240, created_at=datetime.datetime(2015, 8, 24, 17, 40, 8), coordinates=None, in_reply_to_status_id=None, in_reply_to_user_id_str=None, geo=None, favorited=False, source_url='http://twitter.com', lang='en')",True,False,False,TheChocolateMoose,1
51417900,51417900,thedreamstream,IN UR HEAD WHEN U SLEEP,"So we all love hearing about other ppls dreams, yah?!  Well lets see what the whole world is dreaming!",,239,344,15,2009-06-27 11:48:52,0,False,9347,en,"Status(created_at=datetime.datetime(2010, 1, 29, 2, 36, 26), source_url='http://twitter.com', truncated=False, retweeted=False, in_reply_to_user_id_str=None, text='RT @Jonathan7R Today I dreamed that my high school was on the beach! Evryone had their cars and the beach was right... http://bit.ly/bIZniC', coordinates=None, _json={'created_at': 'Fri Jan 29 02:36:26 +0000 2010', 'truncated': False, 'coordinates': None, 'retweeted': False, 'in_reply_to_user_id_str': None, 'retweet_count': 0, 'entities': {'user_mentions': [{'id': 43818317, 'name': 'Jonathan Roque', 'id_str': '43818317', 'indices': [3, 14], 'screen_name': 'Jonathan7R'}], 'hashtags': [], 'symbols': [], 'urls': []}, 'id': 8349989993, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'favorited': False, 'geo': None, 'id_str': '8349989993', 'text': 'RT @Jonathan7R Today I dreamed that my high school was on the beach! Evryone had their cars and the beach was right... http://bit.ly/bIZniC', 'is_quote_status': False, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'in_reply_to_screen_name': None, 'place': None, 'in_reply_to_status_id_str': None, 'contributors': None, 'lang': 'en', 'favorite_count': 1}, favorite_count=1, source='Twitter Web Client', favorited=False, geo=None, contributors=None, in_reply_to_status_id_str=None, retweet_count=0, is_quote_status=False, in_reply_to_status_id=None, in_reply_to_user_id=None, in_reply_to_screen_name=None, place=None, _api=<tweepy.api.API object at 0x7fbf63d510f0>, id=8349989993, id_str='8349989993', lang='en', entities={'user_mentions': [{'id': 43818317, 'name': 'Jonathan Roque', 'id_str': '43818317', 'indices': [3, 14], 'screen_name': 'Jonathan7R'}], 'hashtags': [], 'symbols': [], 'urls': []})",False,False,False,The Dream Stream,1
42805105,42805105,swear_bot,Everywhere,I'm a robot tracking data for bad words. Don't mind me.,http://t.co/MhKNR4C7W7,369,1,16,2009-05-27 03:29:10,0,False,318279,en,"Status(entities={'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': []}, contributors=None, in_reply_to_screen_name=None, source='Twitter Web Client', id_str='806973898776518656', favorite_count=0, lang='en', _api=<tweepy.api.API object at 0x7f7a79e580f0>, coordinates=None, in_reply_to_user_id_str=None, created_at=datetime.datetime(2016, 12, 8, 21, 29, 4), place=None, truncated=False, in_reply_to_status_id_str=None, id=806973898776518656, geo=None, in_reply_to_user_id=None, is_quote_status=False, retweet_count=0, in_reply_to_status_id=None, _json={'entities': {'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': []}, 'contributors': None, 'in_reply_to_screen_name': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'favorite_count': 0, 'retweet_count': 0, 'coordinates': None, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id': None, 'place': None, 'truncated': False, 'in_reply_to_status_id_str': None, 'id': 806973898776518656, 'geo': None, 'in_reply_to_user_id': None, 'is_quote_status': False, 'lang': 'en', 'created_at': 'Thu Dec 08 21:29:04 +0000 2016', 'id_str': '806973898776518656', 'favorited': False, 'text': 'W-w-what year is it?', 'retweeted': False}, favorited=False, source_url='http://twitter.com', text='W-w-what year is it?', retweeted=False)",False,False,False,Swear_Bot,1
858924511,858924511,YesYoureRacist,A dark corner of the Internet,"If you have to start a sentence with 'I'm not racist, but...' then chances are you're pretty racist. This isn't a bot. RT≠endorsement, obviously.",,60674,1,688,2012-10-03 00:14:03,1605,False,12130,en,"Status(retweet_count=0, in_reply_to_status_id=None, entities={'symbols': [], 'hashtags': [], 'urls': [], 'user_mentions': [{'name': 'Eva.', 'screen_name': 'phakenchet_', 'id': 204623289, 'id_str': '204623289', 'indices': [3, 15]}]}, in_reply_to_screen_name=None, coordinates=None, in_reply_to_status_id_str=None, geo=None, place=None, _api=<tweepy.api.API object at 0x7fe0bec040f0>, _json={'retweet_count': 0, 'in_reply_to_status_id': None, 'entities': {'symbols': [], 'hashtags': [], 'urls': [], 'user_mentions': [{'name': 'Eva.', 'screen_name': 'phakenchet_', 'id': 204623289, 'id_str': '204623289', 'indices': [3, 15]}]}, 'in_reply_to_screen_name': None, 'coordinates': None, 'in_reply_to_status_id_str': None, 'geo': None, 'place': None, 'lang': 'en', 'in_reply_to_user_id_str': None, 'created_at': 'Mon Mar 13 19:05:20 +0000 2017', 'contributors': None, 'favorited': False, 'id': 841364571449372677, 'is_quote_status': False, 'text': 'RT @phakenchet_: When you’re not a racist, but someone walks in fitting every stereotype of their kind you’ve ever heard☺️', 'id_str': '841364571449372677', 'favorite_count': 3, 'retweeted': False, 'truncated': False, 'source': '<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', 'in_reply_to_user_id': None}, in_reply_to_user_id_str=None, created_at=datetime.datetime(2017, 3, 13, 19, 5, 20), contributors=None, lang='en', favorited=False, source_url='http://www.hootsuite.com', id=841364571449372677, is_quote_status=False, text='RT @phakenchet_: When you’re not a racist, but someone walks in fitting every stereotype of their kind you’ve ever heard☺️', id_str='841364571449372677', favorite_count=3, retweeted=False, truncated=False, source='Hootsuite', in_reply_to_user_id=None)",False,False,False,"Yes, You're Racist",1
180240257,180240257,Yoda_Bot,"Dagobah, Star Wars","Add #Yoda to any tweet for a quote, or chat about characters in Star Wars. A twitter bot developed using Microsoft .NET by Michael Urvan at http://t.co/5AFtnH5C",http://t.co/tKXoB4Ellx,43721,165,681,2010-08-19 04:08:06,0,False,938563,en,"Status(possibly_sensitive=False, truncated=False, place=None, _json={'possibly_sensitive': False, 'truncated': False, 'place': None, 'id': 607497951133368322, 'created_at': 'Sun Jun 07 10:42:52 +0000 2015', 'in_reply_to_user_id': 43969388, 'favorited': False, 'text': '@MotleyCrue My ARK kickstart, you will? http://t.co/bDWhqFnwZf', 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_screen_name': 'MotleyCrue', 'retweet_count': 5, 'id_str': '607497951133368322', 'lang': 'en', 'favorite_count': 3, 'contributors': None, 'in_reply_to_status_id_str': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id_str': '43969388', 'coordinates': None, 'entities': {'symbols': [], 'urls': [{'display_url': 'store.steampowered.com/app/346110', 'url': 'http://t.co/bDWhqFnwZf', 'indices': [40, 62], 'expanded_url': 'http://store.steampowered.com/app/346110'}], 'hashtags': [], 'user_mentions': [{'indices': [0, 11], 'id': 43969388, 'id_str': '43969388', 'name': 'Mötley Crüe', 'screen_name': 'MotleyCrue'}]}, 'geo': None, 'retweeted': False, 'is_quote_status': False}, source_url='http://twitter.com', created_at=datetime.datetime(2015, 6, 7, 10, 42, 52), in_reply_to_user_id=43969388, favorited=False, text='@MotleyCrue My ARK kickstart, you will? http://t.co/bDWhqFnwZf', source='Twitter Web Client', id=607497951133368322, in_reply_to_screen_name='MotleyCrue', retweet_count=5, id_str='607497951133368322', lang='en', coordinates=None, contributors=None, _api=<tweepy.api.API object at 0x7fa58133e0f0>, in_reply_to_status_id_str=None, in_reply_to_status_id=None, is_quote_status=False, favorite_count=3, entities={'symbols': [], 'urls': [{'display_url': 'store.steampowered.com/app/346110', 'url': 'http://t.co/bDWhqFnwZf', 'indices': [40, 62], 'expanded_url': 'http://store.steampowered.com/app/346110'}], 'hashtags': [], 'user_mentions': [{'indices': [0, 11], 'id': 43969388, 'id_str': '43969388', 'name': 'Mötley Crüe', 'screen_name': 'MotleyCrue'}]}, geo=None, retweeted=False, in_reply_to_user_id_str='43969388')",False,False,False,Jedi Master Yoda,1
551241346,551241346,HellDudeREAL,HELL,"Extremely powerful being, do not insult me. THIS IS A COMEDY ACCOUNT FOR COMEDY",http://t.co/eHeCXls6tJ,530,2,18,2012-04-11 19:07:03,2,False,298,en,"Status(coordinates=None, source_url='http://janetter.net/', _api=<tweepy.api.API object at 0x7f929b1c70f0>, id=512275522651308032, contributors=None, favorited=False, in_reply_to_user_id=1700104657, favorite_count=2, source='Janetter for Mac', truncated=False, in_reply_to_status_id=512261539613532160, place=None, retweeted=False, entities={'urls': [], 'symbols': [], 'hashtags': [], 'user_mentions': [{'indices': [50, 63], 'name': 'Forever XCV ☣️', 'screen_name': 'call_me_jran', 'id': 1700104657, 'id_str': '1700104657'}]}, in_reply_to_user_id_str='1700104657', in_reply_to_screen_name='call_me_jran', retweet_count=1, lang='en', created_at=datetime.datetime(2014, 9, 17, 16, 22, 56), text='YOU’RE ABOUT TO STAR IN THE NEXT \'FACES OF DEATH\' @call_me_jran ""This movie gay as hell dude. Like wtf is this bullshit.""', geo=None, _json={'coordinates': None, 'id': 512275522651308032, 'favorited': False, 'in_reply_to_user_id': 1700104657, 'favorite_count': 2, 'source': '<a href=""http://janetter.net/"" rel=""nofollow"">Janetter for Mac</a>', 'truncated': False, 'in_reply_to_status_id': 512261539613532160, 'place': None, 'retweeted': False, 'entities': {'urls': [], 'symbols': [], 'hashtags': [], 'user_mentions': [{'indices': [50, 63], 'name': 'Forever XCV ☣️', 'screen_name': 'call_me_jran', 'id': 1700104657, 'id_str': '1700104657'}]}, 'in_reply_to_status_id_str': '512261539613532160', 'in_reply_to_user_id_str': '1700104657', 'in_reply_to_screen_name': 'call_me_jran', 'retweet_count': 1, 'lang': 'en', 'created_at': 'Wed Sep 17 16:22:56 +0000 2014', 'text': 'YOU’RE ABOUT TO STAR IN THE NEXT \'FACES OF DEATH\' @call_me_jran ""This movie gay as hell dude. Like wtf is this bullshit.""', 'geo': None, 'is_quote_status': False, 'contributors': None, 'id_str': '512275522651308032'}, is_quote_status=False, in_reply_to_status_id_str='512261539613532160', id_str='512275522651308032')",False,False,False,HELL DUDE,1
34961758,34961758,randomRTBot,,"I'm a Bot; I randomly retweet a tweet from the public timeline, and... that's just it.",,119,0,11,2009-04-24 16:00:47,0,False,1761,en,"Status(created_at=datetime.datetime(2010, 3, 16, 12, 52, 56), geo=None, retweet_count=0, coordinates=None, in_reply_to_screen_name=None, lang='ja', id_str='10568322130', source_url='http://twitter.com', truncated=False, _api=<tweepy.api.API object at 0x7fbd47bb30f0>, favorited=False, in_reply_to_status_id=None, contributors=None, retweeted=False, place=None, id=10568322130, source='Twitter Web Client', in_reply_to_user_id_str=None, is_quote_status=False, in_reply_to_user_id=None, _json={'created_at': 'Tue Mar 16 12:52:56 +0000 2010', 'geo': None, 'retweet_count': 0, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'favorite_count': 0, 'id_str': '10568322130', 'truncated': False, 'favorited': False, 'in_reply_to_status_id': None, 'contributors': None, 'retweeted': False, 'place': None, 'id': 10568322130, 'lang': 'ja', 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_user_id_str': None, 'coordinates': None, 'in_reply_to_user_id': None, 'text': 'random RT @haruhana0705: 低音聞いて更に調べて謎が解けた！！まさかの鳥海さんか！！主人公の性格冷静 (...)', 'entities': {'user_mentions': [{'indices': [10, 23], 'id': 111844648, 'name': 'はな', 'id_str': '111844648', 'screen_name': 'haruhana0705'}], 'hashtags': [], 'urls': [], 'symbols': []}, 'in_reply_to_status_id_str': None}, text='random RT @haruhana0705: 低音聞いて更に調べて謎が解けた！！まさかの鳥海さんか！！主人公の性格冷静 (...)', entities={'user_mentions': [{'indices': [10, 23], 'id': 111844648, 'name': 'はな', 'id_str': '111844648', 'screen_name': 'haruhana0705'}], 'hashtags': [], 'urls': [], 'symbols': []}, favorite_count=0, in_reply_to_status_id_str=None)",True,False,False,Random Retweet Bot,1
